,review_id,review_text,review_text_translated,review_lang,review_rating,rating_helpfulness,review_datetime,review_add,product_capacity,product_color
34,r1ogqnl8agpxx8,"First off: this computer is extremely lightweight, well built, and beautiful. Yes this is the new MacBook Air M1. And it arrived with 4 days after shipping (bad weather slowed it down so it arrived late).Battery: I’ve been on my computer for 12 hours today and battery is at 64%. I’ve had it for 3 days. And have only charged it once.  And that was when it arrived while I set up.  The computer is very quiet it and does not get hot. I’ve had several tabs open and applications at once and it didn’t even slow down or run hot.Camera: FaceTime calls are beautiful on here. Facebook messenger, you look a little yellow, but other people look perfect(probably lighting issue)Sound: is amazing, the best I have had on any computer. Crystal clear sound. This computer gets really loudSpeed: this computer is extremely fast.  Internet sites load with a second. As soon as you sign in it’s an instant log on to your screen with no waiting for application to load.This by far the best computer I’ve had. If you are looking at your first MacBook laptop this is great(this is my first also). If you are looking to upgrade a really old MacBook model you will love this. Worth the money!","First off: this computer is extremely lightweight, well built, and beautiful. Yes this is the new MacBook Air M1. And it arrived with 4 days after shipping (bad weather slowed it down so it arrived late).Battery: I’ve been on my computer for 12 hours today and battery is at 64%. I’ve had it for 3 days. And have only charged it once.  And that was when it arrived while I set up.  The computer is very quiet it and does not get hot. I’ve had several tabs open and applications at once and it didn’t even slow down or run hot.Camera: FaceTime calls are beautiful on here. Facebook messenger, you look a little yellow, but other people look perfect(probably lighting issue)Sound: is amazing, the best I have had on any computer. Crystal clear sound. This computer gets really loudSpeed: this computer is extremely fast.  Internet sites load with a second. As soon as you sign in it’s an instant log on to your screen with no waiting for application to load.This by far the best computer I’ve had. If you are looking at your first MacBook laptop this is great(this is my first also). If you are looking to upgrade a really old MacBook model you will love this. Worth the money!",English,5.0,9.0,2021-02-25,Capacity: 256GBColor: Gold,256GB,Gold
35,rfd6qtaszitbt,"I have had my new MacAir not quite two weeks and it is even better than I expected.  This one is with the new M1 chip and is an upgrade from my previous Mac....which I loved.  Faster, better, more battery.  What's not to like.  And frankly the price for the machine is a bargain.  I do not use my Mac for gaming, heavy downloads, large graphics so can't comment but is why the Air is a perfect choice over the Pro.  Transferring files etc from my previous Mac was a snap and now I have my ""old"" Mac on the M1 so everything works better.  I was a bit surprised everything is the same size and weight....but that's likely because I didn't look at those specs before purchase.  One sweet thing about the Mac is it comes about 70% charged so just open and start.  If you are considering a Mac or have one and are thinking about upgrade just do it.  And Amazon made it easy....arrived in two days.","I have had my new MacAir not quite two weeks and it is even better than I expected.  This one is with the new M1 chip and is an upgrade from my previous Mac....which I loved.  Faster, better, more battery.  What's not to like.  And frankly the price for the machine is a bargain.  I do not use my Mac for gaming, heavy downloads, large graphics so can't comment but is why the Air is a perfect choice over the Pro.  Transferring files etc from my previous Mac was a snap and now I have my ""old"" Mac on the M1 so everything works better.  I was a bit surprised everything is the same size and weight....but that's likely because I didn't look at those specs before purchase.  One sweet thing about the Mac is it comes about 70% charged so just open and start.  If you are considering a Mac or have one and are thinking about upgrade just do it.  And Amazon made it easy....arrived in two days.",English,5.0,6.0,2021-02-01,Capacity: 256GBColor: Space Gray,256GB,Space Gray
36,r2rcaur7yan4n1,"No problems with the mac air. Easy to transition from my old 2104 MacBook Pro. I also bought an external HD which was cheaper than upgrading from old 256 to 512. My warning is about Office 2019. There was stuff on the web that 2016 would not work, needed 64bit, but while there seemed to be workarounds, I just upgraded and bought 2019. There is a scam site posing as Microsoft Office/setup that looks legit once on it, but you get an error message and phone number to resolve. After half an hour he explains that it is the firewall and can fix it by downloading one costing only hundreds of dollars. The url isn't Microsoft but rest looks like it. While I didn't fall for it, it is preying on the few who might. So thought I would mention it. The mac is good and worth upgrading especially if, as with mine, hardware faults are developing in old one.","No problems with the mac air. Easy to transition from my old 2104 MacBook Pro. I also bought an external HD which was cheaper than upgrading from old 256 to 512. My warning is about Office 2019. There was stuff on the web that 2016 would not work, needed 64bit, but while there seemed to be workarounds, I just upgraded and bought 2019. There is a scam site posing as Microsoft Office/setup that looks legit once on it, but you get an error message and phone number to resolve. After half an hour he explains that it is the firewall and can fix it by downloading one costing only hundreds of dollars. The url isn't Microsoft but rest looks like it. While I didn't fall for it, it is preying on the few who might. So thought I would mention it. The mac is good and worth upgrading especially if, as with mine, hardware faults are developing in old one.",English,5.0,4.0,2021-08-28,Capacity: 256GBColor: Space Gray,256GB,Space Gray
37,r1xssvml2qkruk,"I had given this a few months since release for some of the software compatibility issues to be straightened out, and was encouraged by reviews. However, there are significant unresolved issues from the hardware side of things: 1. there is a known problem with disk usage related to RAM disk swap (from what I understand) and media-heavy usage (why I bought this laptop) deteriorates the SSD quickly. 2. the FaceTime camera is absolutely terrible. There is no other way to put this. It may be the worst camera I have seen on any device since my iPhone 3G. The picture is incredibly blurry, and not suitable for the COVID/virtual environment. There have been issued raised about this in Apple support forums with no resolution.Unfortunately my return window has passed, but I would not recommend this machine to anyone. Really thought Apple had turned a corner with their new processor, but ended up being stuck with a bunch of other systems that weren't upgraded. 2/10","I had given this a few months since release for some of the software compatibility issues to be straightened out, and was encouraged by reviews. However, there are significant unresolved issues from the hardware side of things: 1. there is a known problem with disk usage related to RAM disk swap (from what I understand) and media-heavy usage (why I bought this laptop) deteriorates the SSD quickly. 2. the FaceTime camera is absolutely terrible. There is no other way to put this. It may be the worst camera I have seen on any device since my iPhone 3G. The picture is incredibly blurry, and not suitable for the COVID/virtual environment. There have been issued raised about this in Apple support forums with no resolution.Unfortunately my return window has passed, but I would not recommend this machine to anyone. Really thought Apple had turned a corner with their new processor, but ended up being stuck with a bunch of other systems that weren't upgraded. 2/10",English,2.0,7.0,2021-05-08,Capacity: 512GBColor: Silver,512GB,Silver
38,r3jkwrptq8d6bu,my new 13in Macbook Air has a lot of fingerprints on the INSIDE of the glass screen. It's on the top left corner down the left side and starts along the bottom. I don't like it .,my new 13in Macbook Air has a lot of fingerprints on the INSIDE of the glass screen. It's on the top left corner down the left side and starts along the bottom. I don't like it .,English,1.0,20.0,2021-01-21,Capacity: 256GBColor: Silver,256GB,Silver
39,r32hafu47rqlb7,"This Macbook is definitely great for users who want lots of power and versatility, but don't want to break the bank. It is very lightweight and sleek.The color (gold) is also very pretty, but keep in mind that it is more of a pinkish gold than a yellow gold. However, the camera quality is not great for such an otherwise powerful laptop. Especially in this era of zooming and FaceTiming, a good camera is essential in a laptop. It's not terrible, but its not great either. Another thing - the front lid of the MacBook got a couple of scratches very easily. I was able to get them off, but I would suggest getting a good quality case to ensure that this doesn't happen. All in all I would rate this Macbook a 4.5/5! Definitely lived up to the hype!","This Macbook is definitely great for users who want lots of power and versatility, but don't want to break the bank. It is very lightweight and sleek.The color (gold) is also very pretty, but keep in mind that it is more of a pinkish gold than a yellow gold. However, the camera quality is not great for such an otherwise powerful laptop. Especially in this era of zooming and FaceTiming, a good camera is essential in a laptop. It's not terrible, but its not great either. Another thing - the front lid of the MacBook got a couple of scratches very easily. I was able to get them off, but I would suggest getting a good quality case to ensure that this doesn't happen. All in all I would rate this Macbook a 4.5/5! Definitely lived up to the hype!",English,4.0,12.0,2021-04-11,Capacity: 256GBColor: Gold,256GB,Gold
40,r3g16cilkeu6rv,"I looked at a lot of different laptops and went to my local Best Buy for in person testing before deciding on this one.  I work from home and have been using a older model HP that was passed down to me that had a hour and a half battery life, a plastic shell, and froze endlessly.This laptop is real clean looking, feels solid, has insane battery life, and the screen is absolutely insane.  Watching videos on it is unreal and have had no issues running multiple programs/desktops/and some gaming on it.  I purchased the base model and run it with an external hard drive to keep the space clear on it.I love how all the apple products interact seamlessly with each other and the sidecar feature that links it to the iPad to work as a second screen on the go.In the future would be nice to see the bezels slimmed down, the keyboard have a little more weight to it, MacBook Air speakers amped up a bit, and a higher quality camera and all those things are near perfect.  Ill be holding on to this for the next 5 years plus","I looked at a lot of different laptops and went to my local Best Buy for in person testing before deciding on this one.  I work from home and have been using a older model HP that was passed down to me that had a hour and a half battery life, a plastic shell, and froze endlessly.This laptop is real clean looking, feels solid, has insane battery life, and the screen is absolutely insane.  Watching videos on it is unreal and have had no issues running multiple programs/desktops/and some gaming on it.  I purchased the base model and run it with an external hard drive to keep the space clear on it.I love how all the apple products interact seamlessly with each other and the sidecar feature that links it to the iPad to work as a second screen on the go.In the future would be nice to see the bezels slimmed down, the keyboard have a little more weight to it, MacBook Air speakers amped up a bit, and a higher quality camera and all those things are near perfect.  Ill be holding on to this for the next 5 years plus",English,5.0,8.0,2021-04-09,Capacity: 256GBColor: Space Gray,256GB,Space Gray
41,r37tmolz2l7lfk,"I have always wanted a MacBook, ever since I was a little kid. But, there was always something that stopped me from getting one. They always mentioned that the Air wasn't very good, from 2011 all the way up to 2019, reviews always mentioned the multiple flaws MacBook Air had; from the thermal throttling, to the super small SSD (128 at base price), over $1000, then the Butterfly Keyboard etc. The list went on and on, and I really thought that it wasn't worth the money. Until, WWDC 2020, Apple announced they would start making their own chips straight from home, I was so excited for this new generation, it reminded me of the time when they went from PowerPC to Intel. The excitement was there, and I loved the new unibody that started in 2016, with the removal of unnecessary ports for the average Joe. Everything was the same, but the new M1 chip. That is when I realized that this M1 MacBook Air was the one for me. I didn't hesitate and started saving until I had enough to buy it. And, I absolutely made the best decision in purchasing it. It is amazing, it's super slim. portable, super fast processing speed and power. The screen is beautiful, the bezels are unnoticeable. The keyboard is outstanding, To be completely honest, this laptop makes you want to be more productive, just because of its speed and its ease of use. If you're thinking about purchasing a Mac, this by far is one of the better choices (and the cheapest nonetheless) The charger is also outstanding! 30w is all you need for this little thing.","I have always wanted a MacBook, ever since I was a little kid. But, there was always something that stopped me from getting one. They always mentioned that the Air wasn't very good, from 2011 all the way up to 2019, reviews always mentioned the multiple flaws MacBook Air had; from the thermal throttling, to the super small SSD (128 at base price), over $1000, then the Butterfly Keyboard etc. The list went on and on, and I really thought that it wasn't worth the money. Until, WWDC 2020, Apple announced they would start making their own chips straight from home, I was so excited for this new generation, it reminded me of the time when they went from PowerPC to Intel. The excitement was there, and I loved the new unibody that started in 2016, with the removal of unnecessary ports for the average Joe. Everything was the same, but the new M1 chip. That is when I realized that this M1 MacBook Air was the one for me. I didn't hesitate and started saving until I had enough to buy it. And, I absolutely made the best decision in purchasing it. It is amazing, it's super slim. portable, super fast processing speed and power. The screen is beautiful, the bezels are unnoticeable. The keyboard is outstanding, To be completely honest, this laptop makes you want to be more productive, just because of its speed and its ease of use. If you're thinking about purchasing a Mac, this by far is one of the better choices (and the cheapest nonetheless) The charger is also outstanding! 30w is all you need for this little thing.",English,5.0,3.0,2021-08-28,Capacity: 512GBColor: Space Gray,512GB,Space Gray
42,rd3eiiwi0hdp4,"Works as expected. Shipping was quick. The rose-gold color is a very pretty shade. I have had Macs in the past, but not an Air. I love how thin it is. Not many ports and only two USB-C ones, so note that. I mainly needed just my iPhone 12 Pro to be able to plug into it, so it works for me.My last Mac was a 2011 MacBook Pro. It still works great, but I needed some updated stuff. Just the fact that it lasted me 10+ years shows its value. It is worth it. Once you go Mac, you never go back. ;)","Works as expected. Shipping was quick. The rose-gold color is a very pretty shade. I have had Macs in the past, but not an Air. I love how thin it is. Not many ports and only two USB-C ones, so note that. I mainly needed just my iPhone 12 Pro to be able to plug into it, so it works for me.My last Mac was a 2011 MacBook Pro. It still works great, but I needed some updated stuff. Just the fact that it lasted me 10+ years shows its value. It is worth it. Once you go Mac, you never go back. ;)",English,5.0,8.0,2021-02-22,Capacity: 512GBColor: Gold,512GB,Gold
43,r2vpr6b3eazqmc,"I was scared jumping from my 2020 MBP-16 to a MB-Air.  But I wanted lighter and figured I could carry both if I need the power of my Pro.  Ummmm, I don't need my Pro.  This thing blows my almost brand new Intel based MBP!  Now, there have been some anomalies with different apps and things.  No show stoppers.  But you can clearly tell which apps were updated for the M1 and which weren't  They work fine, but take a several seconds to open.One process I use it for is livestreaming our church services using OBS, and iPhone and a USB Audio device for the feed from the mixer.  All of this is streamed only to FB Live and recorded on machine.  On the MBP, this all worked fine, but the battery couldn't keep up, even plugged in.  Had the same issue on my 2018 MBP 13"".  But the M1 does all of this without any issues from a power perspective.  Plus, it's much more stable for this use than the MBP.  I would get a lot of sticking video on the MBP and have, so far, received none on the M1.Very happy with the price too.  But, get as much memory and disk space as you can afford.  Can't have too much.","I was scared jumping from my 2020 MBP-16 to a MB-Air.  But I wanted lighter and figured I could carry both if I need the power of my Pro.  Ummmm, I don't need my Pro.  This thing blows my almost brand new Intel based MBP!  Now, there have been some anomalies with different apps and things.  No show stoppers.  But you can clearly tell which apps were updated for the M1 and which weren't  They work fine, but take a several seconds to open.One process I use it for is livestreaming our church services using OBS, and iPhone and a USB Audio device for the feed from the mixer.  All of this is streamed only to FB Live and recorded on machine.  On the MBP, this all worked fine, but the battery couldn't keep up, even plugged in.  Had the same issue on my 2018 MBP 13"".  But the M1 does all of this without any issues from a power perspective.  Plus, it's much more stable for this use than the MBP.  I would get a lot of sticking video on the MBP and have, so far, received none on the M1.Very happy with the price too.  But, get as much memory and disk space as you can afford.  Can't have too much.",English,5.0,7.0,2021-04-29,Capacity: 256GBColor: Space Gray,256GB,Space Gray
44,r20l201nd0dlph,"I've had and used iPhones from the beginning and had iPads since the iPad 2 but this is my very first Mac and I thought it might be a lot to learn this OS but things were familiar cuz I've used and owned iPads and iPhones.  I'm still having to learn a few things and had to Google questions on how to do somethings but it's been a good experience.  I really didn't expect that.  I love the OS BIG SUR and now can't wait to the next OS.  I only got 256gb cuz I didn't know if I would like this plus I knew i had to learn the OS.  Now, I'm waiting for the M2 Mac Book Pro, i plan to invest a lot more money into that one now I know that I like the Apple OS.  Looking at getting 2tb 32gigs of ram!  I like that it runs the apps from iOS or iPadOS!  I wish the screen was better though.  I'm talking at least mini-led but would prefer OLED for what I use it for.  Battery life is amazing! Camera quality sucks.  Come on Apple, give us the 2021 M1 iPad Pro camera and stop being so cheap!I'm happy with my purchase.  I will probably give this to my mom when the M2 MacBook Pro comes out!","I've had and used iPhones from the beginning and had iPads since the iPad 2 but this is my very first Mac and I thought it might be a lot to learn this OS but things were familiar cuz I've used and owned iPads and iPhones.  I'm still having to learn a few things and had to Google questions on how to do somethings but it's been a good experience.  I really didn't expect that.  I love the OS BIG SUR and now can't wait to the next OS.  I only got 256gb cuz I didn't know if I would like this plus I knew i had to learn the OS.  Now, I'm waiting for the M2 Mac Book Pro, i plan to invest a lot more money into that one now I know that I like the Apple OS.  Looking at getting 2tb 32gigs of ram!  I like that it runs the apps from iOS or iPadOS!  I wish the screen was better though.  I'm talking at least mini-led but would prefer OLED for what I use it for.  Battery life is amazing! Camera quality sucks.  Come on Apple, give us the 2021 M1 iPad Pro camera and stop being so cheap!I'm happy with my purchase.  I will probably give this to my mom when the M2 MacBook Pro comes out!",English,5.0,5.0,2021-06-18,Capacity: 256GBColor: Silver,256GB,Silver
45,r3cyvv548r8plc,"I had tremendously high hopes for this CPU especially after reading the reviews of its 'speed', factually this is the slowest CPU I have ever used. The loading of web pages is truly pathetic, especially for 2021 and especially for the processor. The usual crap about speeding up the loading time is the usual garbage, 'clear the cache, is there enough room on the HD...' bla bla bla...' The damn thing is absurdly slow. The build quality is exceptional, the case is +, etc., and using the box offline is fine in terms of speed, but loading web pages, getting hung up on web pages, etc. is just plain BS. If anyone has any real advise on how to speed this thing up I would appreciate it but I am seriously thinking about returning it... My 2012 Lenova is actually faster. My INT is a fiber optics with plenty of juice...","I had tremendously high hopes for this CPU especially after reading the reviews of its 'speed', factually this is the slowest CPU I have ever used. The loading of web pages is truly pathetic, especially for 2021 and especially for the processor. The usual crap about speeding up the loading time is the usual garbage, 'clear the cache, is there enough room on the HD...' bla bla bla...' The damn thing is absurdly slow. The build quality is exceptional, the case is +, etc., and using the box offline is fine in terms of speed, but loading web pages, getting hung up on web pages, etc. is just plain BS. If anyone has any real advise on how to speed this thing up I would appreciate it but I am seriously thinking about returning it... My 2012 Lenova is actually faster. My INT is a fiber optics with plenty of juice...",English,3.0,3.0,2021-08-16,Capacity: 512GBColor: Space Gray,512GB,Space Gray
46,r2gdb3ynkiwdtv,"It's not a bad little laptop.  I am NOT a techie person so don't expect fancy tech terms or a deep understanding of all things Apple in this review.  I'm your standard user looking for a dedicated, decent machine for work without breaking the bank.The M1 chip is supposed to be crazy fast compared to the previous version and yes, so far it is pretty good.  I use a graphic webpage called Canva and I am constantly getting a message telling me that it's using excessive power & slowing my Macs performance down.  This even happens with Candy Crush..  I haven't noticed any decrease in performance though.I also have the 2018 MacBook Air and it's FaceTime video is FAR superior to this 2020 version which is very low quality and grainy.. I think my 2014 HP has a better quality video.  So if you're looking for clear, crisp video for Zoom meetings you won't find it here.  I mean really, I expected a LOT more from an Apple product.The power cord is not magnetic like the 2018, which to me was a much better design.  ""Someone"" is forever tripping over my cord and yanking it out which was fine with the 2018 version but this one will end up damaged if I can't find a way to get it out of the way.  Small spaces are challenging :)I had to buy a compatible hub so that I could continue using my USB wireless mouse & flash drives since this MacBook Air only has 2 ""thunderbolt usb"" ports & one of them is for the power cord.  It's not backwards compatible with all of my standard USB devices and no place at all for an SD card.I do LOVE the convenience fingerprint login/keychain feature.  I love that it's very quiet (so far) and other than FaceTime the colors and screen resolution are excellent and vibrant as advertised.","It's not a bad little laptop.  I am NOT a techie person so don't expect fancy tech terms or a deep understanding of all things Apple in this review.  I'm your standard user looking for a dedicated, decent machine for work without breaking the bank.The M1 chip is supposed to be crazy fast compared to the previous version and yes, so far it is pretty good.  I use a graphic webpage called Canva and I am constantly getting a message telling me that it's using excessive power & slowing my Macs performance down.  This even happens with Candy Crush..  I haven't noticed any decrease in performance though.I also have the 2018 MacBook Air and it's FaceTime video is FAR superior to this 2020 version which is very low quality and grainy.. I think my 2014 HP has a better quality video.  So if you're looking for clear, crisp video for Zoom meetings you won't find it here.  I mean really, I expected a LOT more from an Apple product.The power cord is not magnetic like the 2018, which to me was a much better design.  ""Someone"" is forever tripping over my cord and yanking it out which was fine with the 2018 version but this one will end up damaged if I can't find a way to get it out of the way.  Small spaces are challenging :)I had to buy a compatible hub so that I could continue using my USB wireless mouse & flash drives since this MacBook Air only has 2 ""thunderbolt usb"" ports & one of them is for the power cord.  It's not backwards compatible with all of my standard USB devices and no place at all for an SD card.I do LOVE the convenience fingerprint login/keychain feature.  I love that it's very quiet (so far) and other than FaceTime the colors and screen resolution are excellent and vibrant as advertised.",English,4.0,,2021-10-20,Capacity: 512GBColor: Silver,512GB,Silver
47,r23wfcdsga3526,"I've had a variety of Apple equipment in my life-- but also Microsoft Surface, Surface Laptops, Chromebooks, and more. I'm an open minded technology user and tend to go with best of breed or technology that pushes the envelope of what is possible. I like well designed hardware that looks and feels good, and works well.I bought this one open box, that shouldn't matter at all, and it doesn't. It arrived from Amazon Warehouse Deals as ""like new"" condition with ""like new box"" and the unit had no scratches/scrapes on it and was missing 3 months of warranty-- I'm happy to have the remainder.The latest Macbook I had was the 12"" Macbook from several years back. It was quite nice but was too small for me. This one has continued to improve on the screen, battery life and CERTAINLY has improved on the performance front.The unit is thin, svelte, and HEAVY. I mean, it could be a solid block of metal and I would expect the same heft. It's solid. This is not a bad thing for a device that is this thin & small to add some durability to what could otherwise be a very delicate device.The keyboard is very solid with a nice clickety-click, I am not able to tell a difference from this keyboard to the generations that were rather ""controversial"" and I very much do appreciate the touch ID in the power button.Having two USB-C ports is very welcomed compared to my previous which had only one.When looking at the performance of the M1 chip and all previous models, especially the 12"" Macbook, and comparing to the prices those still sell for, it was a no brainer to go with this model. Even compared to the Macbook Pro M1, there is a very slight difference between the two and for a rather light user the cost here was really an incredible value.I love Windows for some things. I have Windows running on this unit as well with Parallels-- easy and simple-- do note you will need to download ARM Windows 10 media for this unit-- I was not able to find a way to migrate my previous VM from Intel based.  It runs very well here and with no issues. Very fast.One thing that didn't work great for me-- maybe it's me-- maybe it's Mac OS-- was plugging it in to a USB-C dock. I have a standard setup at home with 3 monitors, USB based external bose speakers, keyboard, mouse, and typically as I cycle through Chromebooks and Windows devices, I'm able to plug in and fairly easily extend / activate those monitors, use the peripherals and printer/etc. In this case I haven't had success getting this Mac to work with my USB-C based dock and accessories-- to be determined.The screen is beautiful, the hardware is unbelievably solid, the speed is amazing.  I also have a Surface Laptop that I love, but for the Mac variety, this is my perfect equivalent.","I've had a variety of Apple equipment in my life-- but also Microsoft Surface, Surface Laptops, Chromebooks, and more. I'm an open minded technology user and tend to go with best of breed or technology that pushes the envelope of what is possible. I like well designed hardware that looks and feels good, and works well.I bought this one open box, that shouldn't matter at all, and it doesn't. It arrived from Amazon Warehouse Deals as ""like new"" condition with ""like new box"" and the unit had no scratches/scrapes on it and was missing 3 months of warranty-- I'm happy to have the remainder.The latest Macbook I had was the 12"" Macbook from several years back. It was quite nice but was too small for me. This one has continued to improve on the screen, battery life and CERTAINLY has improved on the performance front.The unit is thin, svelte, and HEAVY. I mean, it could be a solid block of metal and I would expect the same heft. It's solid. This is not a bad thing for a device that is this thin & small to add some durability to what could otherwise be a very delicate device.The keyboard is very solid with a nice clickety-click, I am not able to tell a difference from this keyboard to the generations that were rather ""controversial"" and I very much do appreciate the touch ID in the power button.Having two USB-C ports is very welcomed compared to my previous which had only one.When looking at the performance of the M1 chip and all previous models, especially the 12"" Macbook, and comparing to the prices those still sell for, it was a no brainer to go with this model. Even compared to the Macbook Pro M1, there is a very slight difference between the two and for a rather light user the cost here was really an incredible value.I love Windows for some things. I have Windows running on this unit as well with Parallels-- easy and simple-- do note you will need to download ARM Windows 10 media for this unit-- I was not able to find a way to migrate my previous VM from Intel based.  It runs very well here and with no issues. Very fast.One thing that didn't work great for me-- maybe it's me-- maybe it's Mac OS-- was plugging it in to a USB-C dock. I have a standard setup at home with 3 monitors, USB based external bose speakers, keyboard, mouse, and typically as I cycle through Chromebooks and Windows devices, I'm able to plug in and fairly easily extend / activate those monitors, use the peripherals and printer/etc. In this case I haven't had success getting this Mac to work with my USB-C based dock and accessories-- to be determined.The screen is beautiful, the hardware is unbelievably solid, the speed is amazing.  I also have a Surface Laptop that I love, but for the Mac variety, this is my perfect equivalent.",English,5.0,,2021-09-02,Capacity: 256GBColor: Space Gray,256GB,Space Gray
48,r1iu17qr3io9sx,"I have had the M1 MacBook Air 13-inch now since December 2020. It has served me so well and has been one of the most reliable laptops I've ever owned. I am originally a PC guy and now work back and forth between Windows OS and Mac OS.When it comes to rendering videos and clips, this does a way better job at 4K resolution compared to my former Alienware 17 inch laptop AND my workplace's gaming desktop!I am pretty happy with the battery life so far. I have been getting 10+ hours of hard real-world usage. I bring a nice USB-C portable battery with me to charge it when I am doing work on the weekends out of town or while on the plane. This thing has not failed me once.8GB of RAM is more than enough for the majority of consumers and is enough for me even though I edit photos and videos all the time. I have not seen any ""throttling"" from the M1 MacBook Air since ownership. I can even open up 30+ tabs on Chrome without issue.256GB storage is enough as long as you have an external storage. I highly recommend investing in getting an SSD or NVMe external storage so transfer speeds are optimal. Otherwise, as long as you are keeping the core hard drive tidy, you won't run into any storage issues.Virtual classes are nice. The webcam quality is crystal clear, and it is noticeably better than most of my peers.My only complaint is that the design is a bit ""outdated"" despite how premium and beautiful it is.Just FYI. I just bought two of these; one for myself and one for my friend who just had a massive upgrade from her ""prehistoric"" 2010 iMac. She was absolutely mindblown by how much faster and better it is compared to the older iMac.Overall, this is a very nice all-around computer laptop for ANY student from K all the way up to the graduate level. Go get this beast of a machine now for $850.","I have had the M1 MacBook Air 13-inch now since December 2020. It has served me so well and has been one of the most reliable laptops I've ever owned. I am originally a PC guy and now work back and forth between Windows OS and Mac OS.When it comes to rendering videos and clips, this does a way better job at 4K resolution compared to my former Alienware 17 inch laptop AND my workplace's gaming desktop!I am pretty happy with the battery life so far. I have been getting 10+ hours of hard real-world usage. I bring a nice USB-C portable battery with me to charge it when I am doing work on the weekends out of town or while on the plane. This thing has not failed me once.8GB of RAM is more than enough for the majority of consumers and is enough for me even though I edit photos and videos all the time. I have not seen any ""throttling"" from the M1 MacBook Air since ownership. I can even open up 30+ tabs on Chrome without issue.256GB storage is enough as long as you have an external storage. I highly recommend investing in getting an SSD or NVMe external storage so transfer speeds are optimal. Otherwise, as long as you are keeping the core hard drive tidy, you won't run into any storage issues.Virtual classes are nice. The webcam quality is crystal clear, and it is noticeably better than most of my peers.My only complaint is that the design is a bit ""outdated"" despite how premium and beautiful it is.Just FYI. I just bought two of these; one for myself and one for my friend who just had a massive upgrade from her ""prehistoric"" 2010 iMac. She was absolutely mindblown by how much faster and better it is compared to the older iMac.Overall, this is a very nice all-around computer laptop for ANY student from K all the way up to the graduate level. Go get this beast of a machine now for $850.",English,5.0,2.0,2021-09-06,Capacity: 256GBColor: Gold,256GB,Gold
49,r3g3umhdae5kew,"I previously used the Macbook Pro because I needed to create sales and marketing materials using Adobe apps,  PowerPoint and Final Cut Pro (video).  I now have a Macbook Air with the M1 processor (SOC = system on a chip) that  DESTROYS my 2020 Macbook Pro with an Intel chip.The Air machines don't even have a cooling fan which means it runs silently! It has handled everything I currently do without breaking a sweat and it even can run Parallels with Windows 10 on ARM better than a Surface Pro X.These M1-powered machines are incredible. Unless you have a specific need for an Intel-based machine or you have a very proprietary application that is not yet compatible with the M1, I strongly recommend you consider a unit such as this Macbook Air, the similar Macbook Pro or even the Mac Mini (all available with the M1).","I previously used the Macbook Pro because I needed to create sales and marketing materials using Adobe apps,  PowerPoint and Final Cut Pro (video).  I now have a Macbook Air with the M1 processor (SOC = system on a chip) that  DESTROYS my 2020 Macbook Pro with an Intel chip.The Air machines don't even have a cooling fan which means it runs silently! It has handled everything I currently do without breaking a sweat and it even can run Parallels with Windows 10 on ARM better than a Surface Pro X.These M1-powered machines are incredible. Unless you have a specific need for an Intel-based machine or you have a very proprietary application that is not yet compatible with the M1, I strongly recommend you consider a unit such as this Macbook Air, the similar Macbook Pro or even the Mac Mini (all available with the M1).",English,5.0,4.0,2021-04-22,Capacity: 512GBColor: Silver,512GB,Silver
50,r2qsxnivdd5eet,"This is a very solid device.  Wonderful job, Apple!  The only thing unexpected about it was the weight... the dimensions are smaller than the old macbook air my wife had, but heavier.  Screen size is the same (thinner bezzle around the edges).I am going to give it 5 stars because... come on!  Apple's own M1 processor!  But I will throw in a provisio.  Google's chrome (native for the M1 processor) seg-faults quite a bit on this unit, though it has slowly been getting better as Google has updated the application to work better with the M1.  I do expect google will fix these issues over the next few weeks, it is a very new system after all and a new architecture target for chrome.  But beware of that.I do wish Apple had kept the mag-safe power supply, but I'm not gonna dock Apple any stars for using USB-C for charging.-Matt","This is a very solid device.  Wonderful job, Apple!  The only thing unexpected about it was the weight... the dimensions are smaller than the old macbook air my wife had, but heavier.  Screen size is the same (thinner bezzle around the edges).I am going to give it 5 stars because... come on!  Apple's own M1 processor!  But I will throw in a provisio.  Google's chrome (native for the M1 processor) seg-faults quite a bit on this unit, though it has slowly been getting better as Google has updated the application to work better with the M1.  I do expect google will fix these issues over the next few weeks, it is a very new system after all and a new architecture target for chrome.  But beware of that.I do wish Apple had kept the mag-safe power supply, but I'm not gonna dock Apple any stars for using USB-C for charging.-Matt",English,5.0,10.0,2021-01-07,Capacity: 512GBColor: Space Gray,512GB,Space Gray
